task,team_id,Person-ID (mellon-ID),event_start_time,event_end_time,event_result,Primary code ,Primary Sub-code,Secondary Code,Secondary  Sub-code,Apartment Feature 1,Apartment Feature 2,Apartment Feature 3,Apartment Feature 4 ,Candidate Feature 1,Candidate Feature 2,Candidate Feature 3,Candidate Feature 4,Party Venue Feature 1,Party Venue Feature 2,Party Venue Feature 3,Party Venue Feature 4,Professor Feature 1,Professor Feature 2,Professor Feature 3,Professor Feature 4
apartment,165634_166063_180976_201648,165634,2019-09-28 21:13:28+00:00,2019-09-28 21:13:28+00:00,"Hello humans, I am Deana.",SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:13:36+00:00,2019-09-28 21:13:36+00:00,Hi!!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:13:40+00:00,2019-09-28 21:13:40+00:00,LOL,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:14:13+00:00,2019-09-28 21:14:13+00:00,Hello!! I'm Jessica!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:14:33+00:00,2019-09-28 21:14:33+00:00,greetings jessica,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,201648,2019-09-28 21:14:48+00:00,2019-09-28 21:14:48+00:00,It's 2:14 and I'm still tired.,SMC,SMC-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:14:57+00:00,2019-09-28 21:14:57+00:00,lmao same,SMC,SMC-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:18:17+00:00,2019-09-28 21:18:17+00:00,so what did yall say?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:18:19+00:00,2019-09-28 21:18:19+00:00,Hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:18:22+00:00,2019-09-28 21:18:22+00:00,I put BAC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:18:25+00:00,2019-09-28 21:18:25+00:00,same,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:18:34+00:00,2019-09-28 21:18:34+00:00,BCA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,201648,2019-09-28 21:18:53+00:00,2019-09-28 21:18:53+00:00,CBA bruh,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:19:03+00:00,2019-09-28 21:19:03+00:00,lol,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:19:07+00:00,2019-09-28 21:19:07+00:00,i feel as though C is the worst because of the last three bullet points,CRF,CRF-F,SSI,SSI-NN,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:19:07+00:00,2019-09-28 21:19:07+00:00,but parking,SN,SSI-RN,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:19:13+00:00,2019-09-28 21:19:13+00:00,yes ^,SN,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:19:32+00:00,2019-09-28 21:19:32+00:00,maintenance and fees are bad,CRF,SSI-RN,,,"Tenants pay an additional fee of $50 per month for ""community facilities""",Maintenance requests are not always handled promptly,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,201648,2019-09-28 21:19:33+00:00,2019-09-28 21:19:33+00:00,Yeah that's true,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:19:39+00:00,2019-09-28 21:19:39+00:00,so C is last?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:19:49+00:00,2019-09-28 21:19:49+00:00,yeah,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:19:55+00:00,2019-09-28 21:19:55+00:00,we have to choose between a and B for being the best,CP,CM-S,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:20:02+00:00,2019-09-28 21:20:02+00:00,which is hard since we all have different needs,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:20:04+00:00,2019-09-28 21:20:04+00:00,I think B is better,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:20:08+00:00,2019-09-28 21:20:08+00:00,^,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:20:10+00:00,2019-09-28 21:20:10+00:00,^,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,201648,2019-09-28 21:20:18+00:00,2019-09-28 21:20:18+00:00,that elevator part tho,SSI,SSI-NN,,,There is an elevator in the building,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:20:25+00:00,2019-09-28 21:20:25+00:00,burn calories,CRF,CRF-F,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:20:30+00:00,2019-09-28 21:20:30+00:00,i think the only weak point about B is the internet LOL,CRF,CRF-F,SSI,SSI-NN,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:20:42+00:00,2019-09-28 21:20:42+00:00,and the utilities,SSI,SSI-NN,,,Utilities are not included1,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:20:58+00:00,2019-09-28 21:20:58+00:00,lol but the walking distance from school and work,SN,SSI-NP,,,Within walking distance of school and work for all roommates,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:21:04+00:00,2019-09-28 21:21:04+00:00,so you can use the wifi there,CRF,CRF-F,,,The apartment includes free wi-fi,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:21:31+00:00,2019-09-28 21:21:31+00:00,AC AT b THO,SN,SSI-NP,,,The apartment has central airconditioning,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:21:37+00:00,2019-09-28 21:21:37+00:00,and the pet deposit is refundable for B,SN,SSI-NP,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,201648,2019-09-28 21:21:38+00:00,2019-09-28 21:21:38+00:00,TRUE,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:21:42+00:00,2019-09-28 21:21:42+00:00,TRUE,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:21:52+00:00,2019-09-28 21:21:52+00:00,so we in agreement to make B the best?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:21:53+00:00,2019-09-28 21:21:53+00:00,so is B the better choice?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:21:56+00:00,2019-09-28 21:21:56+00:00,ye,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:22:05+00:00,2019-09-28 21:22:05+00:00,i think so,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,166063,2019-09-28 21:22:09+00:00,2019-09-28 21:22:09+00:00,BAC?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,165634,2019-09-28 21:22:19+00:00,2019-09-28 21:22:19+00:00,"i mean this isnt real world so we good, and yes BAC",SN,CRF-F,SSI,SSI-O,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,201648,2019-09-28 21:22:24+00:00,2019-09-28 21:22:24+00:00,BAC it is,CM,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165634_166063_180976_201648,180976,2019-09-28 21:22:33+00:00,2019-09-28 21:22:33+00:00,sounds good!,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:12:48+00:00,2019-09-28 21:12:48+00:00,hello,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:12:52+00:00,2019-09-28 21:12:52+00:00,Hey guys!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166149,2019-09-28 21:12:55+00:00,2019-09-28 21:12:55+00:00,Hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:12:58+00:00,2019-09-28 21:12:58+00:00,Hello,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:18:05+00:00,2019-09-28 21:18:05+00:00,What did y'all put,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166149,2019-09-28 21:18:10+00:00,2019-09-28 21:18:10+00:00,BAC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:18:10+00:00,2019-09-28 21:18:10+00:00,I did ABC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:18:13+00:00,2019-09-28 21:18:13+00:00,BAC.,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:18:19+00:00,2019-09-28 21:18:19+00:00,BCA,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:18:37+00:00,2019-09-28 21:18:37+00:00,"What made you put A first, Dylan?",SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:18:38+00:00,2019-09-28 21:18:38+00:00,I think C is the worst,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:19:08+00:00,2019-09-28 21:19:08+00:00,It says that some of the information is only shown to you so what made each of us put our worst one down,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:19:21+00:00,2019-09-28 21:19:21+00:00,A because of security and outdoor and nice kitchen,CRF,CRF-F,SSI,SSI-NP,The building has a security door,The apartment has a deck for outdoor space,The kitchen was recently remodeled,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:19:34+00:00,2019-09-28 21:19:34+00:00,oh ok,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:19:55+00:00,2019-09-28 21:19:55+00:00,Is C seen as the worst?,SESU,CM-S,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166149,2019-09-28 21:19:57+00:00,2019-09-28 21:19:57+00:00,The bad things in C outweigh the good things,CRF,CRF-F,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166149,2019-09-28 21:20:14+00:00,2019-09-28 21:20:14+00:00,not in number but value I guess,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:20:32+00:00,2019-09-28 21:20:32+00:00,"C is the worst because owning a pizza restaurant is irrelevant, maintenance is a rather important issue that should be handled properly (like in B), and you can usually just buy a microwave if you don't already have one",CRF,CRF-F,SSI,SSI-Mi,The landlord also owns a pizza restaurant,The kitchen includes a microwave,Maintenance requests are not always handled promptly,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:20:38+00:00,2019-09-28 21:20:38+00:00,At least in my opinion!,SMC,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:20:46+00:00,2019-09-28 21:20:46+00:00,For my information C is comparable to B with an extra $50 fee per month and a crowded parking lot,SSI,SSI-NN,,,"Tenants pay an additional fee of $50 per month for ""community facilities""",There are no assigned parking spaces and the lot is always crowded,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:22:01+00:00,2019-09-28 21:22:01+00:00,Yea maintenance is important and a live in superintendent doesnt matter if requests arent handeled,CRF,CRF-F,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:22:07+00:00,2019-09-28 21:22:07+00:00,handled*,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:22:12+00:00,2019-09-28 21:22:12+00:00,Yeah that's fair. I like B because it implicitly states it's in walking distance- which means you don't necessarily need to deal with street parking (A) or crowded lot (c),CRF,CRF-F,SESU,SESU-A,Within walking distance of school and work for all roommates,There are no assigned parking spaces and the lot is always crowded,The only available parking for tenants' cars is on street,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:22:32+00:00,2019-09-28 21:22:32+00:00,"And yeah, good point!",SESU,SESU-A,SMC,SMC-R,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:22:53+00:00,2019-09-28 21:22:53+00:00,So C is agreed to be worst?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:23:08+00:00,2019-09-28 21:23:08+00:00,I believe so?,SESU,SSI-U,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:23:11+00:00,2019-09-28 21:23:11+00:00,Yeah I feel that B is the best because everything is nearby and the landlord offers a 24-hour maintenance service,CRF,CRF-F,SSI,SSI-RP,The landlord offers 24-hour maintenance service,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:23:35+00:00,2019-09-28 21:23:35+00:00,Ill look at my info for A and C again real quick,CE,CEC-R,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:23:51+00:00,2019-09-28 21:23:51+00:00,I thought noise would be a big issue but that could be solved with sound pads,CRF,CRF-F,,,Noise from the other tenants can be easily heard in the apartment,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:24:06+00:00,2019-09-28 21:24:06+00:00,ok I think B is better than A,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:24:07+00:00,2019-09-28 21:24:07+00:00,Yeah definitely. I'd also argue having a celeb live in the building and some friends in the same building don't really matter.,SN,CRF-F,SSI,SSI-Mi,A celebrity once lived in the building,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:24:30+00:00,2019-09-28 21:24:30+00:00,Yea,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:24:36+00:00,2019-09-28 21:24:36+00:00,and security can be added for b,CRF,CRF-F,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:24:44+00:00,2019-09-28 21:24:44+00:00,So BAC?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166141,2019-09-28 21:24:50+00:00,2019-09-28 21:24:50+00:00,I think so!,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,166149,2019-09-28 21:25:06+00:00,2019-09-28 21:25:06+00:00,Okay yea I agree,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:25:55+00:00,2019-09-28 21:25:55+00:00,Yeah I feel like the two are very similar in pros and cons honestly,SSI,CRF-F,SN,SN-A,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:26:05+00:00,2019-09-28 21:26:05+00:00,what two?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:26:12+00:00,2019-09-28 21:26:12+00:00,A and C,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:26:37+00:00,2019-09-28 21:26:37+00:00,At least from the info I have on them,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:26:44+00:00,2019-09-28 21:26:44+00:00,I think C is worse because of maintenance and parking,CRF,CRF-F,SSI,SSI-RN,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:27:01+00:00,2019-09-28 21:27:01+00:00,Yeah those are pretty big,SESU,SSI-U,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:27:02+00:00,2019-09-28 21:27:02+00:00,Worse than A,SESU,SSI-U,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,185120,2019-09-28 21:27:17+00:00,2019-09-28 21:27:17+00:00,Okay so BAC?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,165974_166149_166141_185120,165974,2019-09-28 21:27:26+00:00,2019-09-28 21:27:26+00:00,yea,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:11:43+00:00,2019-09-28 21:11:43+00:00,Hello!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:11:44+00:00,2019-09-28 21:11:44+00:00,Hi,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:11:51+00:00,2019-09-28 21:11:51+00:00,Hey all!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:11:53+00:00,2019-09-28 21:11:53+00:00,Hello ya'll!,SMC,SMC-R,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:16:12+00:00,2019-09-28 21:16:12+00:00,What do y'all think?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:16:17+00:00,2019-09-28 21:16:17+00:00,What do ya'll thnk?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:16:18+00:00,2019-09-28 21:16:18+00:00,A is good except for the fact that parking is on the street,SSI,CRF-F,SSI,SSI-NN,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:16:23+00:00,2019-09-28 21:16:23+00:00,same,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:16:23+00:00,2019-09-28 21:16:23+00:00,Yes,SN,SN-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:16:49+00:00,2019-09-28 21:16:49+00:00,The mail and packages being delivered straight to your door could allow for theft,SSI,SSI-NN,,,Mail and packages are delivered directly to tenants' doors,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:16:56+00:00,2019-09-28 21:16:56+00:00,What did y'all rank them?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:17:00+00:00,2019-09-28 21:17:00+00:00,B is good based on the refundable pet deposit except you may hear noises of the other apartments,CRF,CRF-F,SSI,SSI-Mi,The $250 pet deposit is refundable (minus any damages) at the end of the lease,Noise from the other tenants can be easily heard in the apartment,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:17:06+00:00,2019-09-28 21:17:06+00:00,I ranked BAC,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:17:10+00:00,2019-09-28 21:17:10+00:00,"B sounds good, but with spotty service, that kind of brings it down, especially since my major requires internet use",CRF,CRF-F,SSI,SSI-Mi,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:17:14+00:00,2019-09-28 21:17:14+00:00,I did BAC as well,SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:17:30+00:00,2019-09-28 21:17:30+00:00,Hmm...,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:17:48+00:00,2019-09-28 21:17:48+00:00,Do we all agree that C is the worst?,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:17:50+00:00,2019-09-28 21:17:50+00:00,Where does it say that B has spotty service?,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:18:04+00:00,2019-09-28 21:18:04+00:00,"C is definitely the worst, i think",SSI,SSI-O,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:18:13+00:00,2019-09-28 21:18:13+00:00,It says it is 24 hour service 0.o,SSI,SSI-NP,,,The landlord offers 24-hour maintenance service,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:18:16+00:00,2019-09-28 21:18:16+00:00,the second to last bullet point,SSI,SSI-T,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:18:25+00:00,2019-09-28 21:18:25+00:00,Yep C is worst,SN,SSI-O,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:18:39+00:00,2019-09-28 21:18:39+00:00,Mkay so now we are down to A and B,CM,CM-S,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:18:44+00:00,2019-09-28 21:18:44+00:00,"""The landlord usually raises the rent by 20 percent after the first year's lease""",SSI,SSI-NN,,,The landlord usually raises the rent by 20% after the first year's lease,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:18:46+00:00,2019-09-28 21:18:46+00:00,What do ya'll think?,SESU,SESU-P,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:18:55+00:00,2019-09-28 21:18:55+00:00,C is the one with spotty service,SSI,SSI-RN,,,Cell phone service and internet connectivity is weak in some apartments,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:19:15+00:00,2019-09-28 21:19:15+00:00,"for maintenence, its 24 hrs, but ""internet connectivity is weak in some apartments"", which is kind of chancy",SSI,SSI-Mi,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:19:26+00:00,2019-09-28 21:19:26+00:00,Mhm,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:19:44+00:00,2019-09-28 21:19:44+00:00,Did we get different things?,SSI,SSI-U,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:19:50+00:00,2019-09-28 21:19:50+00:00,Right?,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:19:56+00:00,2019-09-28 21:19:56+00:00,huh,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:20:01+00:00,2019-09-28 21:20:01+00:00,Yeah we all got different info,CRF,CRF-R,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:20:02+00:00,2019-09-28 21:20:02+00:00,"we are getting some different info then, which one was about the 20% increase?",SSI,SSI-U,SN,SN-A,The landlord usually raises the rent by 20% after the first year's lease,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:20:02+00:00,2019-09-28 21:20:02+00:00,"I don't see ""The landlord usually raises the rent by 20 percent after the first year's lease""",SSI,SSI-T,,,The landlord usually raises the rent by 20% after the first year's lease,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:20:06+00:00,2019-09-28 21:20:06+00:00,we have to cross reference it,CP,CP-G,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:20:14+00:00,2019-09-28 21:20:14+00:00,Mmm,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:20:18+00:00,2019-09-28 21:20:18+00:00,to find out the stats for all of them,SESU,CRF-F,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:20:21+00:00,2019-09-28 21:20:21+00:00,Interesting,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:20:37+00:00,2019-09-28 21:20:37+00:00,Should everyone just copy paste what they have for apartment a?,CE,SESU-P,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:20:38+00:00,2019-09-28 21:20:38+00:00,Ok B and A stats,CE,CP-G,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167333,2019-09-28 21:20:47+00:00,2019-09-28 21:20:47+00:00,Oh yeah,SESU,SN-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:20:48+00:00,2019-09-28 21:20:48+00:00,so then we can get the full picture,CRF,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:20:52+00:00,2019-09-28 21:20:52+00:00,"Mail and packages are delivered directly to tenants' doors.
The landlord is offering a rent special that guarantees the same rent for two years.
The apartment includes free wi-fi.
A celebrity once lived in the building.
The exterior of the building is brick.
The street on which the building stands is named ""Tulip Street"".
The $200 pet fee paid at the start of the lease is non-refundable.
Tenants are not permitted to paint their walls
The only available parking for tenants' cars is on street.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:20:55+00:00,2019-09-28 21:20:55+00:00,yeah,SESU,SESU-A,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,168215,2019-09-28 21:20:57+00:00,2019-09-28 21:20:57+00:00,"Okay for A I got this Apartment A

The kitchen was recently remodeled.
The building has a security door.
The apartment has a deck for outdoor space.
A celebrity once lived in the building.
The exterior of the building is brick.
The street on which the building stands is named ""Tulip Street"".
The $200 pet fee paid at the start of the lease is non-refundable.
Tenants are not permitted to paint their walls
The only available parking for tenants' cars is on street.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,167156,2019-09-28 21:21:00+00:00,2019-09-28 21:21:00+00:00,"The apartment has central airconditioning.
The $250 pet deposit is refundable (minus any damages) at the end of the lease.
A washer and dryer is included in the apartment.
Within walking distance of school and work for all roommates.
The landlord offers 24-hour maintenance service.
The supermaket and shopping district are close by.
The tenants in the apartment next door have a salt-water aquarium.
Cell phone service and internet connectivity is weak in some apartments.
There is only one full bathroon in the apartment.",SSI,SSI-Ma,,,,,,,,,,,,,,,,,,
apartment,167156_190133_167333_168215,190133,2019-09-28 21:21:05+00:00,2019-09-28 21:21:05+00:00,oh man,SMC,SMC-R,,,,,,,,,,,,,,,,,,
